Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS,Label,Difference
BHTKPRRBITUJME-UHFFFAOYSA-N,4.0226,354.211,2,5,1,108,0.8636363636,-3.48,-5.507616978,2.027616978
ROVGZAWFACYCSP-VUMXUWRFSA-N,-0.4128,528.684,23,10,8,218,0,0.2768038328,-1.751048537,2.02785237
XLHIYUYCSMZCCC-VMPITWQZSA-N,-1.6854,242.235,3,7,0,94,0.2941176471,0.615763106,-1.412150162,2.027913268
GDZRJFWQCPISHE-UHFFFAOYSA-N,0.66222,329.374,3,5,2,122,0.4545454545,-0.565857049,-2.594361408,2.028504359
KFBRQWHEGZEJKU-UHFFFAOYSA-N,1.62059,57.116,0,0,0,25,0,-4.376546543,-2.347760225,2.028786318
USMNOWBWPHYOEA-MRTMQBJTSA-N,0.0477,389.163,1,2,0,74,0.7142857143,-3.62681602,-1.597495246,2.029320774
MSRJTTSHWYDFIU-UHFFFAOYSA-N,-1.4601,330.293,4,6,1,110,0.5454545455,-0.022384851,-2.051902745,2.029517894
BSMUOLWVMZUZON-MUCZFFFMSA-N,3.53722,293.407,8,3,1,118,0.2857142857,-4.360260516,-2.329277864,2.030982652
VUHBPPSSQKUCSE-UHFFFAOYSA-N,2.961,241.274,5,5,0,76,0,-0.6835,-2.714591399,2.031091399
OPNUROKCUBTKLF-UHFFFAOYSA-N,-11.2827,933.77,12,19,2,286,0.3793103448,-0.3893149412,-2.420848866,2.031533925
GASFPZMOLAWCDO-UHFFFAOYSA-N,4.5284,463.987,5,6,1,166,0.3870967742,-3.67217929,-5.704861552,2.032682262
XOHIHZHSDMWWMS-UHFFFAOYSA-N,0.93684,123.155,0,1,0,48,0.6666666667,0.9095,-1.125335759,2.034835759
XZZNDPSIHUTMOC-UHFFFAOYSA-N,-8.6101,205.916,0,4,0,32,0,0.5020204465,-1.53350136,2.035521807
BMCQMVFGOVHVNG-TUFAYURCSA-N,3.37,228.291,4,2,0,88,0.5882352941,-3.496297759,-1.460000038,2.036297721
BULLHNJGPPOUOX-UHFFFAOYSA-N,3.37,228.291,4,2,0,88,0.5882352941,-1.46,-3.496297836,2.036297836
GESBKELMKMNZLZ-UHFFFAOYSA-N,-1.5015,434.453,7,11,3,168,0.4838709677,-0.164893995,-2.203794589,2.038900594
LJWZOKOFCBPNAG-HULHSAFCSA-N,-2.09734,453.412,14,9,5,174,0,-2.552689279,-0.512934531,2.039754748
NSXDSAVBBBKTAM-UHFFFAOYSA-N,1.8257,414.827,6,8,2,144,0.4444444444,-2.53867529,-4.579999924,2.041324634
QQOMQLYQAXGHSU-UHFFFAOYSA-N,1.8257,414.827,6,8,2,144,0.4444444444,-4.58,-2.538675308,2.041324692
SYIRQWIOOCVBTC-UHFFFAOYSA-N,2.40602,302.378,5,4,2,118,0.5,-1.63,-3.671717125,2.041717125
XNTLMQPDSQCANY-GDNBJRDFSA-N,-3.6086,1007.207,17,15,12,382,0.08695652174,-1.915686242,-3.958558073,2.042871831
TUEJFGFQYKDAPM-UHFFFAOYSA-N,-1.4363,425.423,6,7,2,138,0.6071428571,-4.366355584,-2.322330769,2.044024815
IIEMWZNXXFGMCU-UHFFFAOYSA-N,3.808,718.662,13,0,0,234,0.5454545455,-6.120925776,-8.16544342,2.044517644
SOICWIOBKAGQQJ-UHFFFAOYSA-N,-1.6229,283.332,2,7,1,112,0.45,0.547704373,-1.496877982,2.044582355
NSNHWGDFYDLMBS-UHFFFAOYSA-N,-11.3059,653.552,0,16,0,128,0,-7.338158893,-5.293557198,2.044601695
CFPOQCPZKHPNPN-WJDWOHSUSA-N,1.56069,186.236,1,5,0,66,0.4166666667,-0.473056921,-2.518111966,2.045055045
XWBIZYHDVFHTID-UHFFFAOYSA-M,3.06812,300.189,2,3,2,102,0.6315789474,-1.952341301,-3.999704408,2.047363107
XDOTVMNBCQVZKG-MKICQXMISA-N,3.0244,236.27,1,2,0,88,0.6666666667,-5.984242497,-3.936647779,2.047594718
FIPWRIJSWJWJAI-UHFFFAOYSA-N,-1.5148,571.504,6,11,2,184,0.5789473684,-0.4603540841,-2.508731382,2.048377298
KYWKJKVQLGANBH-UHFFFAOYSA-N,2.3452,376.416,7,5,2,142,0.6428571429,-1.629854937,-3.678322414,2.048467477
UJNGLGOZLJRNNN-UHFFFAOYSA-N,4.1711,608.688,8,10,1,236,0.3409090909,-5.97,-3.920834064,2.049165936
SRIJBBUJJSYXHB-UHFFFAOYSA-N,3.6395,435.318,7,4,2,144,0.4444444444,-1.217202688,-3.266410104,2.049207416
PCQXINPAZOWYGC-UHFFFAOYSA-N,3.3945,427.372,4,5,3,154,0.3571428571,-2.558917961,-4.6083743,2.049456339
NOUQGOYNEGWDCZ-KVTDHHQDSA-N,2.7064,452.64,0,4,4,184,0,-2.8126,-4.86232946,2.04972946
HJLSLZFTEKNLFI-UHFFFAOYSA-N,1.3354,538.701,5,6,2,208,0,-5.990985084,-3.940849211,2.050135873
HFJRKMMYBMWEAD-UHFFFAOYSA-N,3.139,253.301,4,3,1,96,0.6315789474,-6.04,-3.987914584,2.052085416
FERIUCNNQQJTOY-UHFFFAOYSA-N,8.0828,458.516,1,2,0,166,0.8888888889,-11.53102072,-9.477875249,2.053145471
PANVCEBTPSTUEL-UHFFFAOYSA-N,1.2696,232.301,2,3,1,86,0,-0.3,-2.354990523,2.054990523
YASSLXHVJQGNOK-UHFFFAOYSA-N,-6.3728,95.211,0,0,0,16,0,0.6922078269,-1.364760783,2.05696861
ZNRLMGFXSPUZNR-UHFFFAOYSA-N,5.101,399.575,2,2,2,160,0,-8.76,-6.700688177,2.059311823
FPHIGGMDBMWPDB-UHFFFAOYSA-N,-1.5697,317.816,4,2,1,116,0.5454545455,-2.228013795,-4.288481592,2.060467797
FRFKVIFCSZBCCB-UHFFFAOYSA-N,-0.33948,125.131,0,3,2,48,0.6666666667,0.610970987,-1.450000048,2.060971035
MXUNKHLAEDCYJL-UHFFFAOYSA-N,-0.5705,206.154,7,4,2,80,0,0.685808213,-1.37616175,2.061969963
ZCUZNOKYZBDPMI-LIXABZRUSA-N,-0.2579,133.114,0,5,1,48,0,-2.1199999,-0.05767310319,2.062326797
HCRWJJJUKUVORR-UHFFFAOYSA-N,3.5948,290.318,2,3,2,108,0.5454545455,-2.3837,-4.447294899,2.063594899
KZLNXGBVFTWMPS-UHFFFAOYSA-N,-4.3438,388.77,4,1,3,132,0.5,-5.064637872,-3.0009498,2.063688072
FSCWZHGZWWDELK-UHFFFAOYSA-N,9.1211,595.724,8,5,3,216,0.6818181818,-8.377105088,-6.313200287,2.063904801
VDTPWANKLYHAIC-UHFFFAOYSA-N,-5.2681,394.195,4,0,1,110,0.3157894737,0.404288878,-1.659771924,2.064060802
BZMIHNKNQJJVRO-JZJYNLBNSA-N,-4.4251,138.037,0,3,0,24,0,-0.0465738269,-2.11188274,2.065308913
OOVDEPZODSXAMU-UHFFFAOYSA-N,2.4805,357.115,3,3,2,86,0.4,-0.819602314,-2.885040954,2.06543864
JOFWLTCLBGQGBO-UHFFFAOYSA-N,14.7233,1375.443,12,12,0,528,0.2474226804,-4.971126841,-7.036879475,2.065752634
FNTDGCHSJHAFAV-UHFFFAOYSA-N,0.36232,275.351,1,4,1,94,0.3529411765,-4.19534008,-2.129224822,2.066115258
JUJWROOIHBZHMG-UHFFFAOYSA-N,1.1516,101.174,0,2,0,34,0,-2.149277499,-0.08252843961,2.066749059
IIUYNOCBVMYAHS-UHFFFAOYSA-N,1.93492,281.358,3,4,1,94,0.6111111111,-4.4492,-2.379816783,2.069383217
LRUUNMYPIBZBQH-UHFFFAOYSA-N,-0.33948,125.131,0,3,2,48,0.6666666667,-1.46,0.610970974,2.070970974
DGUZPEZCWQVQGW-NKFKGCMQSA-N,2.5555,225.041,0,2,0,60,0.8333333333,-1.6533,-3.724283479,2.070983479
GYLCRBBRGGGHBS-UHFFFAOYSA-N,4.1066,427.526,5,6,1,158,0.4,-3.9,-5.971229553,2.071229553
CIWCIDRTACZSAZ-UHFFFAOYSA-N,3.8175,504.595,6,7,1,198,0,-5.843264366,-3.769999981,2.073264385
CVWSULASWLZVCH-UHFFFAOYSA-N,3.8175,504.595,6,7,1,198,0,-3.77,-5.84326458,2.07326458
KXGYBSNVFXBPNO-UHFFFAOYSA-N,2.5127,261.712,0,2,2,92,0.5555555556,-2,-4.07346226,2.07346226
JWBOIMRXGHLCPP-CYBMUJFWSA-N,2.0893,173.643,2,2,1,62,0.5454545455,0.202829992,-1.871219317,2.074049309
KBEBGUQPQBELIU-CMDGGOBGSA-N,2.8591,388.464,9,5,2,152,0.4285714286,-0.717777831,-2.792814136,2.075036305
RYAUSSKQMZRMAI-UHFFFAOYSA-N,17.9115,791.384,47,4,0,334,0,-8.755372465,-6.677972323,2.077400142
STKCVSYDRUHCAT-UHFFFAOYSA-N,-0.3561,146.426,0,2,0,16,0,-3.323633394,-5.402449998,2.078816604
DYIMWUCLECRKCE-UHFFFAOYSA-N,-1.6186,294.307,3,4,4,114,0.4285714286,-0.511193319,-2.590954463,2.079761144
LPMXVESGRSUGHW-HBYQJFLCSA-N,2.2456,822.942,7,13,8,326,0,-7.191257284,-5.110268988,2.080988296
HHWIYDYWDGAKSP-UHFFFAOYSA-N,2.2723,489.498,9,3,1,170,0.3225806452,-7.546736113,-5.465657975,2.081078138
DEKWZWCFHUABHE-HNNXBMFYSA-N,-0.9884,791.115,11,8,7,180,0.1875,-4.135186744,-2.053258929,2.081927815
ZDQJMUIEQNGXTC-UHFFFAOYSA-N,2.29854,192.045,0,1,1,60,0.5454545455,-4.283389436,-2.201343485,2.082045951
AXOIZCJOOAYSMI-UHFFFAOYSA-N,0.2654,290.404,9,4,0,118,0,0.536997421,-1.546239919,2.08323734
PIORTDHJOLELKR-UHFFFAOYSA-N,4.1254,333.727,5,5,1,118,0.652173913,-3.092,-5.176742815,2.084742815
VMQHGBUSMBFWHN-UHFFFAOYSA-N,5.9082,310.532,6,4,0,112,0.4,-7.402181683,-5.317398263,2.08478342
XGGVMZAOGRFJIR-UHFFFAOYSA-N,-0.7155,74.083,0,1,2,30,0,1.13,-0.955000641,2.085000641
LPLBKXARLUPNDA-UHFFFAOYSA-N,-1.3021,460.383,14,0,0,144,0,0.336880721,-1.748625865,2.085506586
XVFGERBEZKEGSS-UHFFFAOYSA-N,1.1363,224.213,10,4,2,88,0,-3.4,-1.314241152,2.085758848
QUQCJNNIGSBSRQ-UHFFFAOYSA-N,0.5726,245.411,10,4,1,104,0,0.6101059749,-1.476644004,2.086749979
YWEZXUNAYVCODW-RBUKOAKNSA-N,-0.2696,325.836,10,7,1,112,0,0.487023594,-1.600708981,2.087732575
SHTAFWKOISOCBI-UHFFFAOYSA-N,-0.6201,412.349,4,4,1,130,0.4583333333,-0.937741879,-3.02581095,2.088069071
HWFSVCPXNLEACG-UHFFFAOYSA-N,-0.8755,243.709,2,2,1,88,0.375,0.5890195687,-1.499381829,2.088401398
ZACYCASOUWSTFF-UHFFFAOYSA-N,6.2167,304.474,14,1,1,124,0,-6.986482276,-4.896671331,2.089810945
NOOLISFMXDJSKH-AEJSXWLSSA-N,-3.7114,568.322,9,2,0,146,0,-4.59623274,-2.505940461,2.090292279
SFTFTJMAUOPCTA-UHFFFAOYSA-N,16.4758,689.084,12,0,0,272,0.6923076923,-5.041697833,-7.132188881,2.090491048
UDEWPOVQBGFNGE-UHFFFAOYSA-N,-2.1842,536.324,7,0,0,134,0,-5.462256321,-3.371742465,2.090513856
VVNCNSJFMMFHPL-UHFFFAOYSA-N,-40.8732,588.512,0,24,0,224,0,-0.4201864202,-2.511210554,2.091024134
XREZZEFPCQPYDJ-UHFFFAOYSA-N,0.5326,210.276,5,4,4,70,0,-2.4758,-0.3845164294,2.091283571
ZKMVVYWUWBYAMV-UHFFFAOYSA-N,-1.629,507.182,8,14,7,174,0.2903225806,0.294837024,-1.797936992,2.092774016
WUAAJHKTLJWUPX-UHFFFAOYSA-N,3.3473,349.891,4,6,1,122,0.5217391304,-3.391632027,-5.487726165,2.096094138
UGQMRVRMYYASKQ-KQYNXXCUSA-N,2.5166,245.876,0,2,0,64,0,-2.992754934,-5.089685917,2.096930983
YNCOLLPSNIHBGO-UHFFFAOYSA-N,2.5166,245.876,0,2,0,64,0,-5.089686144,-2.992754936,2.096931208
YAHRDLICUYEDAU-UHFFFAOYSA-N,4.2968,316.876,4,2,0,118,0.5454545455,-5.602708738,-3.505139145,2.097569593
JQCXWCOOWVGKMT-UHFFFAOYSA-N,-2.1688,225.031,1,3,2,72,0.4615384615,-2.699029836,-0.5988993666,2.100130469
RCFKEIREOSXLET-UHFFFAOYSA-N,2.4214,265.309,3,5,1,104,0.3157894737,-2.093338193,-4.194923007,2.101584814
JAONJTDQXUSBGG-UHFFFAOYSA-N,0.69122,305.834,1,3,1,104,0.7,-0.9034,-3.005203181,2.101803181
WJSJKNCWBHCYME-UHFFFAOYSA-N,3.7304,350.297,7,6,1,134,0.25,-7.07,-4.968088875,2.101911125
OPVAJFQBSDUNQA-UHFFFAOYSA-M,1.932,346.464,13,6,3,142,0,-5.06253686,-2.960378424,2.102158436
ACRNSUGLVQJCOM-UHFFFAOYSA-K,5.3578,281.484,0,1,1,118,0,-2.8474,-4.950891346,2.103491346
JHCPSTPESOERTA-NKGQWRHHSA-N,-0.5796,492.362,13,0,2,168,0.4,-8.118242683,-6.013572603,2.10467008
YBNSWAFWAWIDJZ-UHFFFAOYSA-N,1.4757,88.003,0,0,0,32,0,-3.670339628,-1.564682448,2.10565718
HMMMTSXSWRPUOJ-UHFFFAOYSA-N,-2.8253,316.829,8,4,3,120,0.2857142857,0.499179199,-1.606804043,2.105983242
UPXNTQIUGPERQJ-UHFFFAOYSA-N,1.1683,316.439,14,4,0,116,0,-3.791010449,-1.682841222,2.108169227
WFDXOXNFNRHQEC-GHRIWEEISA-N,6.5575,447.916,3,2,2,126,0.5,-4.5051,-6.614299123,2.109199123
GLDOVTGHNKAZLK-UHFFFAOYSA-N,0.5913,257.849,2,0,0,100,0,-4.170811167,-2.06140766,2.109403507
FUKGUAVFRQEKLQ-UHFFFAOYSA-N,-0.963,370.287,3,3,1,122,0.2727272727,-0.103155602,-2.213734366,2.110578764
CPEXFJVZFNYXGU-UHFFFAOYSA-N,-8.439,105.988,0,3,0,24,0,0.581124668,-1.530268602,2.11139327
HKOZYKMXXBHEHT-UHFFFAOYSA-M,1.1589,285.343,1,4,2,110,0.2857142857,-0.862524525,-2.974190492,2.111665967
DEIGXXQKDWULML-UHFFFAOYSA-N,0.8689,350.331,3,6,1,116,0.6666666667,-1.115857896,-3.227702278,2.111844382
MTHSVFCYNBDYFN-UHFFFAOYSA-N,2.6872,473.458,6,7,3,164,0.5806451613,-1.82,-3.932415778,2.112415778
JNLHPPFPJXHLKE-UHFFFAOYSA-N,0.8,194.234,4,4,0,76,0.4285714286,0.102609875,-2.010126869,2.112736744
SAAYZFAHJFPOHZ-UHFFFAOYSA-N,-2.2305,488.327,10,13,4,178,0.1935483871,0.311289263,-1.801907612,2.113196875
MEVXADNQQUNQKB-UHFFFAOYSA-N,0.0823,223.732,1,4,0,76,0,0.65027966,-1.463008232,2.113287892
BXTHDFJCJQJHKD-KMVLDZISSA-N,0.8646,286.246,2,0,0,100,0.3333333333,-4.022161404,-1.907136507,2.115024897
QCAWEPFNJXQPAN-UHFFFAOYSA-N,-0.4016,178.615,1,3,2,64,0,0.7778715429,-1.337178957,2.1150505
RJKCKKDSSSRYCB-UHFFFAOYSA-N,2.3639,495.411,6,7,3,170,0.5625,-1.57,-3.685477169,2.115477169
DYLFXNWAKZHDJH-UHFFFAOYSA-N,0.45782,643.642,14,11,5,248,0.4130434783,-5.279727696,-3.163737451,2.115990245
SMPZPKRDRQOOHT-UHFFFAOYSA-N,1.177,382.891,5,5,1,130,0.2608695652,-4.357488151,-2.240427646,2.117060505
QFQYZMGOKIROEC-UHFFFAOYSA-N,2.77042,222.243,0,2,0,82,0.7058823529,-6.117146249,-3.998310276,2.118835973
BCKXMQIYWWTZDP-UHFFFAOYSA-N,1.7778,304.45,15,2,0,118,0,-4.766761635,-6.88646866,2.119707025
RTNXNRZZXYBWJZ-UHFFFAOYSA-N,4.435,309.331,6,2,1,118,0.5454545455,-3.710107537,-1.590000033,2.120107504
WKBQQWDVVHGWDB-UHFFFAOYSA-N,4.435,309.331,6,2,1,118,0.5454545455,-1.59,-3.710107565,2.120107565
APKDPOQXVKRLEP-UHFFFAOYSA-L,-2.1698,270.294,6,6,0,92,0,0.568163579,-1.55264092,2.120804499
RCVMLADERZSPNA-UHFFFAOYSA-N,7.8119,543.84,16,3,1,218,0.25,-11.027901,-8.906809046,2.121091954
FXCPLDHPNOXGOM-UHFFFAOYSA-N,1.01827,220.169,3,3,2,70,0,0.657269454,-1.464857978,2.122127432
KHZWIIFEFQBNKL-UHFFFAOYSA-N,-2.8271,146.966,0,4,0,35,0,0.4859956397,-1.636163926,2.122159566
MRBDMNSDAVCSSF-UHFFFAOYSA-N,8.0248,426.729,1,1,1,176,0,-10.84482232,-8.722425939,2.122396381
KWPUZGACLSKSKM-UHFFFAOYSA-L,-3.6261,420.274,11,1,0,126,0,0.376467487,-1.745976433,2.12244392
CUYFBDNSBSBVCF-UHFFFAOYSA-N,2.11,190.29,3,2,0,76,0.4285714286,0.301052841,-1.822330906,2.123383747
SDTYFWAQLSIEBH-FNORWQNLSA-N,3.8296,272.348,6,4,0,106,0.3,-1.89,-4.013859444,2.123859444
CSDFWNXJFJAWAM-IHWYPQMZSA-N,6.2035,548.066,12,8,0,160,0,-2.519248335,-4.643363869,2.124115534
ORTVZLZNOYNASJ-UPHRSURJSA-N,3.9708,260.336,3,1,1,98,0.9,-2.2596,-4.384192853,2.124592853
PKUZBJXWIOTQFQ-UHFFFAOYSA-N,-16.8258,314.018,0,12,6,90,0,-0.3094338224,-2.43459553,2.125161708
KRZXDTYOZAQOGL-UHFFFAOYSA-N,-0.372,295.851,13,3,1,116,0,-5.02546442,-2.899374925,2.126089495
SOYBSGQXDYYMDH-UHFFFAOYSA-N,4.3954,247.253,1,2,0,90,0.8421052632,-7.1031,-4.976808337,2.126291663
XCSNRORTQRKCHB-UHFFFAOYSA-N,-0.68478,364.358,3,6,1,122,0.48,-0.4366004304,-2.563225312,2.126624882
TWRXJAOTZQYOKJ-UHFFFAOYSA-L,1.5264,238.24,11,4,2,94,0,-4.14,-2.011242498,2.128757502
AKHXXQAIVSMYIS-UHFFFAOYSA-N,1.963,401.432,5,5,3,142,0.24,-5.448869728,-3.31987641,2.128993318
CFDIRYSIEKJPRZ-UHFFFAOYSA-N,0.54277,432.218,4,7,2,140,0.4285714286,-1.237068525,-3.36606516,2.128996635
HFPZCAJZSCWRBC-UHFFFAOYSA-N,2.6942,357.406,4,6,1,138,0.5,-1.73731856,-3.867840208,2.130521648
HMVVJYXWTGGFDR-UHFFFAOYSA-N,2.6624,170.252,4,2,0,70,0,-1.629032231,-3.761058059,2.132025828
LUKSBMJXPCFBKO-UHFFFAOYSA-N,2.5631,260.79,6,3,1,90,0.375,-0.868499576,-3.000555658,2.132056082
BCXHDORHMMZBBZ-DORFAMGDSA-N,2.1734,195.693,3,1,0,70,0.4615384615,0.064457224,-2.067810842,2.132268066
XCSGPAVHZFQHGE-UHFFFAOYSA-N,4.5117,393.468,5,5,2,142,0.7142857143,-6.502883221,-4.3677944,2.135088821
JHNRZXQVBKRYKN-VQHVLOKHSA-N,3.75422,304.217,6,2,1,106,0.3157894737,-5.624637716,-3.487636012,2.137001704
PVEPNJZYFVEYDT-UHFFFAOYSA-N,-9.8257,407.187,4,12,4,132,0.3461538462,0.390207162,-1.746975291,2.137182453
PORLHOLWCPTEOL-UHFFFAOYSA-L,1.36982,640.594,5,14,5,244,0.4347826087,-2.147427579,-4.285142527,2.137714948
IXRSCWSJPFKHLV-UHFFFAOYSA-N,1.6746,356.407,5,6,2,128,0.72,-4.8,-2.661683333,2.138316667
IHTNSEAIRWVJJI-UHFFFAOYSA-N,-3.517,159.98,0,2,0,32,0,1.096967018,-1.041714873,2.138681891
MQJPEILRVHPFGH-UHFFFAOYSA-N,6.7212,390.564,16,4,0,158,0.2142857143,-5.1100001,-7.249300003,2.139299903
XUFQPHANEAPEMJ-UHFFFAOYSA-N,0.8835,268.313,4,4,3,106,0.3157894737,0.571358301,-1.568484482,2.139842783
CVUDBPILLYLOSC-UHFFFAOYSA-N,0.1941,246.288,4,5,2,90,0.375,-3.651080563,-1.510743604,2.140336959
QQPQYWGNVMIGAF-UHFFFAOYSA-N,1.5971,240.217,5,6,0,82,0,-2.7785,-0.6374152816,2.141084718
NKBASRXWGAGQDP-UHFFFAOYSA-N,5.9961,371.524,8,2,0,144,0.6428571429,-6.348311865,-8.489999771,2.141687906
QGHREAKMXXNCOA-UHFFFAOYSA-N,5.9961,371.524,8,2,0,144,0.6428571429,-8.49,-6.348311901,2.141688099
ZIUSEGSNTOUIPT-UHFFFAOYSA-N,3.05212,255.104,1,2,1,82,0.75,-5.5375,-3.394786359,2.142713641
MBLSJHGGVBNRPT-UHFFFAOYSA-N,5.1517,510.453,6,5,1,178,0.375,-7.829998608,-5.686375573,2.143623035
QVYRGXJJSLMXQH-UHFFFAOYSA-N,3.293,337.847,7,4,3,126,0.5217391304,-1.693660096,-3.838047023,2.144386927
IBVNNVNKILNDQJ-XNIMBYMISA-N,3.61714,471.425,7,6,2,172,0.3870967742,-2.925995284,-5.07153393,2.145538646
HIJYJXGWKHLZPA-UHFFFAOYSA-N,7.9548,410.642,1,2,2,166,0.4,-6.889187497,-9.035056111,2.145868614
SYURNNNQIFDVCA-UHFFFAOYSA-N,3.2096,299.039,0,2,0,108,0,-5.596058626,-3.450034766,2.14602386
MIBVDSFVCOIWCC-UHFFFAOYSA-M,3.6669,345.527,2,3,1,140,0,-1.49,-3.63773228,2.14773228
