Compound ID,InChIKey,SMILES
C7414,ACVARMNPHWNVNQ-UHFFFAOYSA-N,CC[NH+](CCOc1ccccc1C(=O)N)CC.[Cl-]
C4198,ADAILPWNRDCXTR-UHFFFAOYSA-L,C1CCCN1.C1CCCN1.[Cl-].[Cl-].[Pt+2]
C7346,ADBOAGBBFIEYBZ-UHFFFAOYSA-N,N/C(=N\CCOCc1ccccc1)/CSS(=O)(=O)O
C3796,ADGGJQPKBDIZMT-IAXIIBAVSA-K,Oc1cc(cc2c1c(/N=N/c1ccc(c3c1cccc3S(=O)(=O)[O-])Nc1ccccc1)cc(c2)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]
C465,ADIMAYPTOBDMTL-OAHLLOKOSA-N,O=C1Nc2ccc(cc2C(=N[C@@H]1O)c1ccccc1)Cl
C3925,ADIMAYPTOBDMTL-UHFFFAOYSA-N,O=C1Nc2ccc(cc2C(=NC1O)c1ccccc1)Cl
C2604,ADLUXTSNZSZRQU-UHFFFAOYSA-N,OC(=O)C(=O)O.CN(CCCC1(OC(c2c1cccc2)(C)C)C1CCCCC1)C
C6121,ADLZRPUDXVXGRQ-UHFFFAOYSA-N,CN(c1c(C)n(C2CCCC2)c(=O)n(c1=O)C)C
C7948,ADNAPRCXSGMYRO-UHFFFAOYSA-N,CCC(C#C)(OC)C
C4667,ADQDRPUFTMYUAP-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)OCCCN1CCCCC1C
C5854,ADRPZEYTIFWCBC-UHFFFAOYSA-N,FCC(=O)N(c1cccc2c1cccc2)C
C8922,ADSMCWDSEPBBCF-UHFFFAOYSA-M,Clc1ccc(cc1)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-]
C8095,ADTDBAKUQAKBGZ-VXJIXCKJSA-N,O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CC[N+]([C@H]1C4)(C3)[O-]
C7225,ADTVPFMABWHJLN-UHFFFAOYSA-N,Cc1n(C)c(=O)n(c(=O)c1Br)c1ccccc1
C5432,ADUQCZNXZCXDGD-UHFFFAOYSA-N,CCCCCCSCCCN1CSCC1.Cl
C988,ADVGKWPZRIDURE-UHFFFAOYSA-N,CC(=O)Nc1ccccc1O
C3601,ADZXDFALMZGPTN-UHFFFAOYSA-M,CC[N+](CCOC(=O)C(C1CCCC1)C1CCCC1)(CC)CC.[Br-]
C3340,AEFKGCXZPXLJKP-UHFFFAOYSA-N,CCOC(=O)C(C(C[NH+](C)C)C)(c1ccccc1)c1ccccc1.[Cl-]
C5433,AEKKYOUYTGSRHQ-UHFFFAOYSA-N,CCCCSCCCCCN1CSCC1.Cl
C7413,AEKVBBNGWBBYLL-UHFFFAOYSA-N,N#Cc1ccc(cc1)F
C8858,AELCINSCMGFISI-DTWKUNHWSA-N,N[C@@H]1C[C@H]1c1ccccc1
C519,AEMFNILZOJDQLW-QAGGRKNESA-N,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C
C7525,AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCc1nccc(c1)C(=S)N
C9364,AEQFSUDEHCCHBT-UHFFFAOYSA-M,CCCC(C(=O)[O-])CCC.[Na+]
C4657,AETKQQBRKSELEL-ZHACJKMWSA-N,O=C(c1ccccc1O)/C=C/c1ccccc1
C3437,AEUAEICGCMSYCQ-UHFFFAOYSA-N,OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC
C9743,AEUTYOVWOVBAKS-UWVGGRQHSA-N,CC[C@H](NCCN[C@H](CO)CC)CO
C6356,AEVSLBGUEKOQEE-UHFFFAOYSA-N,ON=C(C1CC1)C1CC1
C394,AEXMKKGTQYQZCS-UHFFFAOYSA-N,CCC(CC)(C)C
C9512,AEYOOYGXUSCILK-UHFFFAOYSA-N,OC(CNCCSP(=O)(O)O)CNCCSP(=O)(O)O
C509,AFABGHUZZDYHJO-UHFFFAOYSA-N,CCCC(C)C
C9190,AFBBKYQYNPNMAT-UHFFFAOYSA-N,S=c1nc[nH][nH]1
C1308,AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1
C1894,AFCKBLSDCKJRLH-UHFFFAOYSA-N,Brc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1Br.Cl.Cl
C2483,AFCLFDKFCDBXOH-UHFFFAOYSA-N,Fc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1F.Cl.Cl
C6694,AFDJQFFKYDCYIG-JSGFVSQVSA-M,O=C1N=C(N(C1)/N=C/c1ccc(o1)[N+](=O)[O-])[O-].[Na+]
C6515,AFDXODALSZRGIH-QPJJXVBHSA-N,COc1ccc(cc1)/C=C/C(=O)O
C3140,AFEAUYYSRPFHIA-UHFFFAOYSA-N,CCN(CCCC(Nc1c(C)cnc2c1ccc(c2)Cl)C)CC
C178,AFFLGGQVNFXPEV-UHFFFAOYSA-N,CCCCCCCCC=C
C3520,AFGFYWOVFUGCLA-UHFFFAOYSA-N,CCC(C(=O)OCC(Cl)(Cl)Cl)CC
C5694,AFGWGIRVJYUUMY-UHFFFAOYSA-N,CCNc1nc(OCC)nc(n1)C
C6532,AFIXAFUSSQHYKM-UHFFFAOYSA-N,CCC(=O)N1CC2CCC(C1)N2C(=O)CC
C7708,AFLXUQUGROGEFA-UHFFFAOYSA-N,ClCC[N+](CCCl)(C)[O-]
C5771,AFMPMSCZPVNPEM-UHFFFAOYSA-N,N#Cc1ccccc1Br
C707,AFOGBLYPWJJVAL-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)c1ccccc1
C9303,AFOSIXZFDONLBT-UHFFFAOYSA-N,C=CS(=O)(=O)C=C
C1173,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)c1cccc(c1)[N+](=O)[O-]
C5108,AFPRJLBZLPBTPZ-UHFFFAOYSA-N,O=C1C(=O)c2c3c1cccc3ccc2
C4129,AFQKQSFAMSDDFK-UHFFFAOYSA-N,OCCOc1c(cc(cc1c1ccccc1)Br)C(=O)NCCO
C1432,AFQYFVWMIRMBAE-UHFFFAOYSA-N,NC(=O)OCC(C)(C)C
C9834,AFRFYMZFIJPPDD-UHFFFAOYSA-N,OCCN(C(=O)CO)CCO
C3492,AFRMBEPXLCTCKZ-UHFFFAOYSA-N,CN(CC=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)C.Cl
C6641,AFUKNJHPZAVHGQ-UHFFFAOYSA-N,COc1ccc(c(c1)C=O)OC
C2513,AFVPBHIGQFTYLE-UHFFFAOYSA-N,CN(Cc1ccccc1)CC1CCC(CC1)CN(Cc1ccccc1)C.Cl.Cl
C7438,AFWKBSMFXWNGRE-ONEGZZNKSA-N,COc1cc(/C=C/C(=O)C)ccc1O
C4649,AFYCEAFSNDLKSX-UHFFFAOYSA-N,CCN(c1ccc2c(c1)oc(=O)cc2C)CC
C2267,AFYNWNWCDBFAJL-UHFFFAOYSA-N,Nc1cc2nc3cc(N)c(cc3c(c2cc1C)c1ccccc1)C
C6931,AGCONKZAPKGEKI-UHFFFAOYSA-N,CCCOc1c(OC)cccc1C(=O)OCC[NH+](C)C.[Cl-]
C9268,AGDVQHODLAMVPE-UHFFFAOYSA-L,CC[N+](CCCc1ccc(cc1)[N+](CC)(CC)CC)(CC)CC.[I-].[I-]
C3755,AGHANLSBXUWXTB-UHFFFAOYSA-N,OC(=O)COc1ccc(c(c1Cl)Cl)C(=O)c1cccs1
C6218,AGJUUQSLGVCRQA-SWOUQTJZSA-N,CCCCC[C@H]([C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O
C8182,AGLXDWOTVQZHIQ-UHFFFAOYSA-N,O=c1[nH]c2c(o1)cc(c(c2)Cl)O
C630,AGMMTXLNIQSRCG-SECBINFHSA-N,CC[C@H]1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl
C5135,AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl
C8566,AGNGYMCLFWQVGX-AGFFZDDWSA-N,[O-]/C(=C\[N+]#N)/OC[C@@H](C(=O)O)N
C2251,AGOYDEPGAOXOCK-KCBOHYOISA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H]([C@@H](O2)C)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)OC
C4605,AGSLHFQPWVSWHT-UHFFFAOYSA-N,Brc1cc(Br)cc2c1oc(=O)[nH]2
C7618,AGWWTUWTOBEQFE-UHFFFAOYSA-N,Cn1cn[nH]c1=S
C5211,AHBRRAXTNYHHPH-UHFFFAOYSA-N,OCC(COc1cccc2c1CCCC2)O
C6734,AHCLKGZTPQXOQK-UHFFFAOYSA-N,ClCC[NH2+]CCOc1ccccc1C.[Cl-]
C8999,AHDSRXYHVZECER-UHFFFAOYSA-N,CN(Cc1cc(CN(C)C)c(c(c1)CN(C)C)O)C
C4786,AHGTVVKFAJFTJE-ATVHPVEESA-N,CN(/N=C\C(=O)c1ccc(cc1)Oc1ccccc1)C
C7759,AHHFEZNOXOZZQA-ZEBDFXRSSA-N,ClCCN(C(=O)NC[C@H]1O[C@H](OC)[C@@H]([C@H]([C@@H]1O)O)O)N=O
C75,AHJKRLASYNVKDZ-UHFFFAOYSA-N,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl
C2796,AHPNNQWLCKYVLJ-UHFFFAOYSA-N,CCN(CC(=O)N1C(C)(C)CC(CC1(C)C)c1ccccc1)CC
C1873,AHPSBPRPKMMFHX-UHFFFAOYSA-N,C1CCC(CC1)CCNCC1CCC(=CC1)CNCCC1CCCCC1.CC(=O)O.CC(=O)O
C8785,AHRCREUHIWVOMK-UHFFFAOYSA-M,[O-]C(=O)c1c(O)cccc1O.[Na+]
C4952,AHRWWYGWQKBKBF-PCHYHQBZSA-N,O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
C2510,AHVIRXLYZVRAIR-UHFFFAOYSA-N,COc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1OC.Cl.Cl
C4078,AHVZWIOHDYMAPH-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ncccc1C(=O)O
C7347,AHZOOTGUHLEJCG-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)Nc1ccc(cc1)C(=N)N.Cl.Cl
C3074,AIGRXSNSLVJMEA-UHFFFAOYSA-N,CCOP(=S)(c1ccccc1)Oc1ccc(cc1)[N+](=O)[O-]
C7864,AIIGKPCMCFGSPV-UHFFFAOYSA-N,O=C(c1cc(Cl)nc(c1)Cl)N1CCOCC1
C1069,AIKKULXCBHRFOS-UHFFFAOYSA-N,COP(=S)(SCC(=O)N(C=O)C)OC
C3608,AIMBKJPGWOGDHQ-BTJKTKAUSA-N,CN1CCN(CC1)C1Cc2ccccc2Sc2c1cc(cc2)S(=O)(=O)C.OC(=O)/C=C\C(=O)O
C8392,AITDPMAXOVTSTP-UHFFFAOYSA-N,N(Cc1ccccc1)CCNCc1ccccc1.O=C1NC(C(C1C(=O)C)O)C(C)(C)C.O=C1NC(C(C1C(=O)C)O)C(C)(C)C
C288,AIUHRQHVWSUTGJ-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
C73,AIURIRUDHVDRFQ-UHFFFAOYSA-N,Clc1ccccc1c1cc(Cl)c(c(c1Cl)Cl)Cl
C9795,AIXAANGOTKPUOY-UHFFFAOYSA-N,NC(=O)OCC[N+](C)(C)C.[Cl-]
C2798,AJADKUBPAXMBLU-AQFVONAPSA-N,Cc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl
C2258,AJCAAYFLWRSTJO-UHFFFAOYSA-N,OC(=O)C(=O)O.CCC(=O)N(CC(N1CCC(CC1)c1ccccc1)C)Cc1ccccc1.CCC(=O)N(CC(N1CCC(CC1)c1ccccc1)C)Cc1ccccc1
C5837,AJCNOWKYMZKMFV-UHFFFAOYSA-N,CN(CCN(c1ccccc1)Cc1ccccc1)C.Cl
C710,AJDIZQLSFPQPEY-UHFFFAOYSA-N,FC(C(Cl)(F)F)(Cl)Cl
C2757,AJGPJHWDEKEBDM-UHFFFAOYSA-N,CNCCCC1(OC(c2c1cccc2)(C)C)c1ccc(cc1)Cl.Cl
C3165,AJLFOPYRIVGYMJ-INTXDZFKSA-N,CC[C@@H](C(=O)O[C@H]1CCC=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C
C6075,AJLQXEQUKXLZMN-UHFFFAOYSA-N,ClCCN(CCC(Cl)C)CCCl.Cl
C5936,AJOQSQHYDOFIOX-UHFFFAOYSA-N,CCC(c1ccccc1)C(=O)NC(=O)N
C7461,AJQMCEMSWCGRRN-YFKPBYRVSA-N,ClCCN(C(=O)N[C@H](C(=O)O)CCC(=O)O)N=O
C5339,AJSCNQJAGCMGAK-UHFFFAOYSA-N,CCCOc1ccc(cc1OCC)C=CC(=O)NO
C7683,AJSKOLZKIUMPPG-YCRREMRBSA-N,NC(=O)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
C7709,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,CN1C(=O)CC(C1=O)(C)c1ccccc1
C2459,AJZJIYUOOJLBAU-CEAXSRTFSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C.CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C
C5775,AKBNYULNQSFESQ-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C1=O)C(C)C
C1228,AKCRQHGQIJBRMN-UHFFFAOYSA-N,Nc1ccccc1Cl
C8179,AKEUNCKRJATALU-UHFFFAOYSA-N,OC(=O)c1c(O)cccc1O
C4689,AKFGKNDBVKJPBX-UHFFFAOYSA-N,N/C(=N\C1CC2C(C1(C)CC2)(C)C)/CSS(=O)(=O)O
C9282,AKFQXXGXDRRJPV-UHFFFAOYSA-L,CC[N+](CCSSCC[N+](CC)(CC)C)(CC)C.[I-].[I-]
C7609,AKGGYBADQZYZPD-UHFFFAOYSA-N,CC(=O)CCc1ccccc1
C9819,AKGOVJIZHPVYEH-UHFFFAOYSA-N,NCCCSP(=O)(O)O
C9153,AKHALQJNHJAYRL-UHFFFAOYSA-N,OCCOc1ccccc1C(=O)N
C2739,AKHXXQAIVSMYIS-UHFFFAOYSA-N,CCCCCC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F
C3610,AKJDEXBCRLOVTH-UHFFFAOYSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.CCN(CCOCCOC(=O)C1(CCCC1)c1ccccc1)CC
C678,AKNNEGZIBPJZJG-MSOLQXFVSA-N,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1c(OC)c1c(c2)OCO1
C4576,AKPLHCDWDRPJGD-UHFFFAOYSA-N,O=C1CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1
C1047,AKRGPMZFCFDFQW-MWLCHTKSSA-N,O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O
C5712,AKTGKEBIBGSCLD-UHFFFAOYSA-N,CCP(=O)(c1ccccc1)c1ccccc1
C252,AKUJBENLRBOFTD-HRUDOODVSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F
C7773,AKVBCGQVQXPRLD-UHFFFAOYSA-N,CCCCCCC(C(=O)O)N
C6669,AKWIIELWJKTVGQ-UHFFFAOYSA-N,[O-][N+](=O)O.OCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C
C7688,AKYHKWQPZHDOBW-VJAUXQICSA-N,OS(=O)(=O)O.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O
C6241,ALARQZQTBTVLJV-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)N(C1=O)C)c1ccccc1
C6520,ALBKSGKUKJSKMQ-UHFFFAOYSA-N,CCN(C(CC)(CC)CC)C.Br
C8507,ALBSWLMUHHZLLR-UHFFFAOYSA-N,[O-][N+](=O)CC(=O)OC
C112,ALDJIKXAHSDLLB-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl
C5931,ALDSXDRDRWDASQ-UHFFFAOYSA-N,OC(=O)Cc1cccc(c1)C(=O)c1ccccc1
C3315,ALDYEWQJMKNBDY-UHFFFAOYSA-N,C[NH+](CCOC(=O)n1c2ccccc2c2c1cccc2)C.[Cl-]
C3586,ALEXXDVDDISNDU-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
C379,ALEXXDVDDISNDU-VVCDUNCFSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
C8822,ALFGKMXHOUSVAD-UHFFFAOYSA-N,CCC(=O)C1(CCN(CC1)C)c1cccc(c1)O
C7534,ALFSJNBVYSQVGG-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C(=O)CC)O
C6195,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2cc1O
C6073,ALLHKROWDHKMEZ-JVFQMWRPSA-N,OC(=O)c1ccccc1O.Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCN1CCOCC1
C1040,ALMHSXDYCFOZQD-UHFFFAOYSA-N,CC(=O)Nc1cccc(c1)C
C5649,ALODHPFRWSUBCD-UHFFFAOYSA-N,C#CCNC(=O)OCC(C(CC)C)(COC(=O)N)C
C4663,ALTCHFUOYJHLAE-CALJPSDSSA-M,CC[N+](CCOc1ccc(cc1)/C=C/c1ccccc1)(CC)C.[I-]
C1508,ALYNCZNDIQEVRV-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)N
C4347,AMDBBAQNWSUWGN-UHFFFAOYSA-N,OCCN(c1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)NCC(CO)O)I)C(=O)CO
C3311,AMDZXFZJWBFXIU-BTJKTKAUSA-N,[O-]C(=O)/C=C\C(=O)O.C[NH2+]CCOC1c2ccccc2CCc2c1cccc2
C910,AMEKQAFGQBKLKX-UHFFFAOYSA-N,O=C(C1=C(C)OCCS1(=O)=O)Nc1ccccc1
C3303,AMETXLUKRWWYMK-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC[NH+]1CCOCC1)OC(=O)C.[Cl-]
C2244,AMHPDAAVNPTIAH-UHFFFAOYSA-N,CCN(CCSCCOC(=O)N1c2ccccc2Sc2c1nccc2)CC.Cl
C5943,AMHZCJNIRZHOAJ-UHFFFAOYSA-N,Cc1nc(Nc2ccccc2)nc(n1)N
C5644,AMJINLQYPJSVRM-UHFFFAOYSA-N,CC(CC12CC3CC(C2)CC(C1)C3)N.Cl
C7289,AMMYIZDPRVOMMG-UHFFFAOYSA-N,CN(CCN(c1ncccn1)Cc1ccccc1)C.Cl
C5026,AMNIUADSZBSURC-UHFFFAOYSA-N,C1CCN2C(C1)CCC(=C2)c1ccccc1
C4974,AMOPBNMABDFREG-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2N)cccc1
C2532,AMORDSNWJXKHMV-UHFFFAOYSA-N,CCN(CCn1c2ccccc2[nH]c(=O)c2c1cccc2)CC
C1471,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO
C8187,AMQRUBLLHGHUCR-UHFFFAOYSA-L,Nc1ccccc1N.[Cl-].[Cl-].[Pt+2]
C6575,AMQSYJCKXPUEDR-UHFFFAOYSA-N,Clc1ccc2c(c1)ccc(=O)o2
C1134,AMRQXHFXNZFDCH-VIFPVBQESA-N,CCNC(=O)[C@@H](OC(=O)Nc1ccccc1)C
