Compound ID,InChIKey,SMILES
A-653,NMZMQQBBZRGLPJ-UHFFFAOYSA-N,[Co++].[O-][Mo]([O-])(=O)=O
A-5731,PNMUAGGSDZXTHX-BYPYZUCNSA-N,[Co++].[O-]C(=O)C([O-])=O
A-646,ZFOZVQLOBQUTQQ-UHFFFAOYSA-N,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O
A-975,UFFBMTHBGFGIHF-UHFFFAOYSA-N,[Co++].CC([O-])=O.CC([O-])=O
A-376,YFEAYNIMJBHJCM-UHFFFAOYSA-N,[Co++].CCC([O-])=O.CCC([O-])=O
A-362,NAOAIXJLSONHSA-UHFFFAOYSA-N,[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O
A-5852,UEZWYKZHXASYJN-UHFFFAOYSA-N,[Co++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
A-5974,AQRYNYUOKMNDDV-UHFFFAOYSA-M,[Co++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O
A-3978,GDCJAPJJFZWILF-UHFFFAOYSA-N,[Co++].OC(=O)CC(O)(CC([O-])=O)C([O-])=O
A-4485,SNDGLCYYBKJSOT-UHFFFAOYSA-N,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
A-2876,KIBXYDHXHWRNTP-UHFFFAOYSA-N,[Cr+3].[O-][P]([O-])([O-])=O
A-4039,XZHNPVKXBNDGJD-UHFFFAOYSA-N,[Cs]
A-5350,GNSKLFRGEWLPPA-UHFFFAOYSA-M,[Cs+].[Cs+].[O-][S]([O-])(=O)=O
A-3969,GLLYQJVICPAIGW-UHFFFAOYSA-N,[Cs+].[Cs+].[O-]C([O-])=O
A-5197,BAAUCXCLMDAZEL-UHFFFAOYSA-N,[Cs+].OC=O
A-2152,WQFXJSOUBPGBGW-UHFFFAOYSA-N,[Cu]
A-2252,WXAUMUJAOKGUCL-UHFFFAOYSA-N,[Cu].C[S](O)(=O)=O
A-2477,OLCIOXGQTLVZQT-UHFFFAOYSA-N,[Cu+].[I-]
A-1954,SIQRLWJNWZCECZ-UHFFFAOYSA-N,[Cu+].[S-]C#N
A-4395,CYIDZMCFTVVTJO-UHFFFAOYSA-N,[Cu++].[O-]C(=O)C1CCC(=O)N1.[O-]C(=O)C2CCC(=O)N2
A-6052,VEZJSKSPVQQGIS-UHFFFAOYSA-N,[Cu++].[O-]c1ccccc1N=Cc2c([O-])ccc3ccccc23
A-3227,RROQIUMZODEXOR-UHFFFAOYSA-N,[Cu++].CC([O-])=O.CC([O-])=O
A-2361,XRLIOAUFFCHSIC-UHFFFAOYSA-N,[Cu++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O
B-1078,RBOXVHNMENFORY-UHFFFAOYSA-N,[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
A-5672,MJQVZIANGRDJBT-VAWYXSNFSA-N,[Dy]
A-2331,MWMJPPMTXZJLIK-UHFFFAOYSA-N,[F-].[F-].[F-].[Al+3]
A-2433,UHAXPDKVSONCGG-UHFFFAOYSA-N,[F-].[F-].[F-].[Ce+3]
A-4819,VRQVVMDWGGWHTJ-UHFFFAOYSA-N,[F-].[F-].[F-].[F-].[F-].[F-].[Na+].[Na+].[Na+].[Al+3]
A-5088,CJBMVMMYECULNQ-UHFFFAOYSA-N,[F-].[F-].[F-].[La+3]
A-2882,DSRUAYIFDCHEEV-UHFFFAOYSA-N,[F-].[F-].[Ni++]
A-3080,QPHCXDDGQQLPIM-UHFFFAOYSA-N,[F-].[K+]
A-3658,TYEDCFVCFDKSBK-UHFFFAOYSA-N,[F-].[Na+]
A-2863,VIZORQUEIQEFRT-UHFFFAOYSA-N,[F].[F].[F].[Cr]
A-619,HDIHOAXFFROQHR-UHFFFAOYSA-N,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+]
A-3333,BFZHCUBIASXHPK-UHFFFAOYSA-N,[Fe++].[O-][S]([O-])(=O)=O
A-1699,SUYHYHLFUHHVJQ-UHFFFAOYSA-N,[Fe++].[O-]C(=O)\C=C/C([O-])=O
A-5093,CMCWWLVWPDLCRM-UHFFFAOYSA-N,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O
A-3625,WMGRASJOZJGTSP-UHFFFAOYSA-N,[Fe+3].[Fe+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
A-604,HDBQZGJWHMCXIL-UHFFFAOYSA-N,[Fe+3].Cc1ccc(cc1)[S]([O-])(=O)=O.Cc2ccc(cc2)[S]([O-])(=O)=O.Cc3ccc(cc3)[S]([O-])(=O)=O
A-1433,YQVZREHUWCCHHX-UHFFFAOYSA-N,[Gd]
A-2013,XMGQYMWWDOXHJM-UHFFFAOYSA-N,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O
A-2676,KWVKCGGJLLNVSC-UHFFFAOYSA-N,[H-].[H-].[Zr++]
I-74,OFECJXVRRIHUSC-UHFFFAOYSA-N,[H]C1(CN2CCC1C[C@@]2([H])[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2)C=C
A-3265,DDGGEFYAEPNQFB-UHFFFAOYSA-N,[H+].[Br-]
A-2967,VHLFTCNAACYPDY-UHFFFAOYSA-N,[H+].[Cl-].CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc2ccccc2
A-5285,UTVOVDXBOIGHTP-UHFFFAOYSA-N,[H+].[Cl-].CC(C)(N=NC(C)(C)C(N)=N)C(N)=N
A-1220,BCENAVMKNRCXMQ-UHFFFAOYSA-L,[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3
