Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,valence Electron,Aromatic Proportion,logS
ACIZPTCLQKKZKN-UHFFFAOYSA-N,-0.11949999999999728,345.9140000000001,8.0,1.0,1.0,130.0,0.5,-4.1173604589999995
ACJHFLOITZTLEZ-UHFFFAOYSA-N,0.9152000000000002,275.349,9.0,5.0,2.0,112.0,0.0,-0.780918661
ACMQQWTWVVNMCB-LJLRIERRSA-N,4.3175000000000034,572.6220000000002,8.0,8.0,0.0,218.0,0.42857142857142855,-4.479114436000001
ACMQQWTWVVNMCB-ZKKBRJJYSA-N,4.3175000000000034,572.6220000000002,8.0,8.0,0.0,218.0,0.42857142857142855,-4.479114436000001
ACRBVLNVNAEIRT-UHFFFAOYSA-N,1.4833,203.28199999999998,5.0,3.0,1.0,84.0,0.0,-2.165084125
ACRMUSVWIFZVSM-JTHHODAVSA-N,1.4408000000000012,542.6290000000005,9.0,7.0,4.0,212.0,0.3076923076923077,-5.285796704
ACSIXWWBWUQEHA-UHFFFAOYSA-N,0.43069999999999947,244.891,2.0,2.0,4.0,68.0,0.0,-2.7929151589999996
ACTIUHUUMQJHFO-UPTCCGCDSA-N,17.853899999999975,863.3649999999997,31.0,4.0,0.0,350.0,0.0,-18.21769274
ACTRVOBWPAIOHC-XIXRPRMCSA-N,-0.2476000000000001,182.222,3.0,4.0,4.0,58.0,0.0,0.198674248
ACUALSMYKRGSLK-UHFFFAOYSA-N,-1.625199999999996,361.869,6.0,3.0,2.0,134.0,0.48,-4.191191859
ACVARMNPHWNVNQ-UHFFFAOYSA-N,-2.9069999999999965,272.77599999999995,7.0,2.0,2.0,102.0,0.3333333333333333,-1.8094610290000002
ADAILPWNRDCXTR-UHFFFAOYSA-L,-5.254899999999997,408.23,0.0,2.0,2.0,84.0,0.0,-3.9684404069999997
ADBOAGBBFIEYBZ-UHFFFAOYSA-N,1.0963999999999996,304.39300000000003,8.0,5.0,2.0,106.0,0.3157894736842105,-1.845924956
ADGGJQPKBDIZMT-IAXIIBAVSA-K,-4.418099999999994,695.5960000000003,7.0,13.0,2.0,216.0,0.5777777777777777,-4.254744592
ADIMAYPTOBDMTL-OAHLLOKOSA-N,2.4479000000000006,286.718,1.0,3.0,2.0,100.0,0.6,-3.95
ADIMAYPTOBDMTL-UHFFFAOYSA-N,2.4479000000000006,286.718,1.0,3.0,2.0,100.0,0.6,-4.156420419
ADLUXTSNZSZRQU-UHFFFAOYSA-N,4.224900000000004,405.53500000000025,5.0,4.0,2.0,162.0,0.20689655172413793,-5.6562053070000005
ADLZRPUDXVXGRQ-UHFFFAOYSA-N,1.0365199999999999,251.32999999999996,2.0,5.0,0.0,100.0,0.3333333333333333,-2.650508016
ADNAPRCXSGMYRO-UHFFFAOYSA-N,1.4347,112.17199999999997,2.0,1.0,0.0,46.0,0.0,-1.420474864
ADQDRPUFTMYUAP-UHFFFAOYSA-N,3.116500000000002,291.39099999999996,6.0,4.0,0.0,116.0,0.2857142857142857,-3.627519382
ADRPZEYTIFWCBC-UHFFFAOYSA-N,2.772100000000001,217.243,2.0,1.0,0.0,82.0,0.625,-2.8093158910000002
ADSMCWDSEPBBCF-UHFFFAOYSA-M,0.7598999999999998,370.67400000000004,3.0,2.0,0.0,112.0,0.5714285714285714,-0.343679316
ADTDBAKUQAKBGZ-VXJIXCKJSA-N,2.1051,350.41800000000023,0.0,3.0,0.0,134.0,0.23076923076923078,-1.275073462
ADTVPFMABWHJLN-UHFFFAOYSA-N,1.60712,295.13599999999997,1.0,4.0,0.0,88.0,0.7058823529411765,-1.938543255
ADUQCZNXZCXDGD-UHFFFAOYSA-N,4.1181000000000045,283.9339999999999,9.0,3.0,0.0,98.0,0.0,-3.0784430360000004
ADVGKWPZRIDURE-UHFFFAOYSA-N,1.3505999999999998,151.16499999999996,1.0,2.0,2.0,58.0,0.5454545454545454,-2.24
ADZXDFALMZGPTN-UHFFFAOYSA-M,1.4067000000000016,404.43300000000005,9.0,2.0,0.0,142.0,0.0,-4.443089072
AEFKGCXZPXLJKP-UHFFFAOYSA-N,-0.679599999999996,361.913,7.0,2.0,1.0,136.0,0.48,-4.688782375
AEKKYOUYTGSRHQ-UHFFFAOYSA-N,4.1181000000000045,283.9339999999999,9.0,3.0,0.0,98.0,0.0,-3.0784430360000004
AEKVBBNGWBBYLL-UHFFFAOYSA-N,1.6973799999999999,121.11399999999998,0.0,1.0,0.0,44.0,0.6666666666666666,-1.810193076
AELCINSCMGFISI-DTWKUNHWSA-N,1.5011999999999999,133.194,1.0,1.0,1.0,52.0,0.6,-0.43784839200000003
AEMFNILZOJDQLW-QAGGRKNESA-N,4.087400000000003,286.415,0.0,2.0,0.0,114.0,0.0,-3.6900001000000002
AEOCXXJPGCBFJA-UHFFFAOYSA-N,1.2782,166.24899999999997,2.0,2.0,1.0,58.0,0.5454545454545454,-1.7236728190000001
AEQFSUDEHCCHBT-UHFFFAOYSA-M,-2.043299999999997,166.196,5.0,2.0,0.0,60.0,0.0,0.313405539
AETKQQBRKSELEL-ZHACJKMWSA-N,3.2883000000000013,224.25900000000001,3.0,2.0,1.0,84.0,0.7058823529411765,-3.6339121580000002
AEUAEICGCMSYCQ-UHFFFAOYSA-N,3.8820000000000014,417.87400000000014,8.0,4.0,4.0,152.0,0.37037037037037035,-4.595736367
AEUTYOVWOVBAKS-UWVGGRQHSA-N,-0.292599999999999,204.314,9.0,4.0,4.0,86.0,0.0,0.689701874
AEVSLBGUEKOQEE-UHFFFAOYSA-N,1.6366,125.171,2.0,2.0,1.0,50.0,0.0,-2.5020075
AEXMKKGTQYQZCS-UHFFFAOYSA-N,2.832600000000001,100.20499999999998,2.0,0.0,0.0,44.0,0.0,-4.23
AEYOOYGXUSCILK-UHFFFAOYSA-N,-0.8217000000000001,370.326,12.0,7.0,7.0,122.0,0.0,0.43143220299999996
AFABGHUZZDYHJO-UHFFFAOYSA-N,2.442500000000001,86.178,2.0,0.0,0.0,38.0,0.0,-3.74
AFBBKYQYNPNMAT-UHFFFAOYSA-N,0.46728999999999987,101.134,0.0,2.0,2.0,32.0,0.8333333333333334,0.118984517
AFBPFSWMIHJQDM-UHFFFAOYSA-N,1.7283,107.15599999999998,1.0,1.0,1.0,42.0,0.75,-1.28
AFCKBLSDCKJRLH-UHFFFAOYSA-N,6.741000000000006,553.2100000000003,8.0,2.0,2.0,156.0,0.42857142857142855,-7.899652518
AFCLFDKFCDBXOH-UHFFFAOYSA-N,5.494200000000006,431.3980000000001,8.0,2.0,2.0,156.0,0.42857142857142855,-5.853836165
AFDJQFFKYDCYIG-JSGFVSQVSA-M,-3.915799999999999,260.14099999999996,3.0,7.0,0.0,88.0,0.2777777777777778,-2.275329702
AFDXODALSZRGIH-QPJJXVBHSA-N,1.7929999999999997,178.18699999999998,3.0,2.0,1.0,68.0,0.46153846153846156,-2.398396022
AFEAUYYSRPFHIA-UHFFFAOYSA-N,5.119020000000004,333.9070000000001,8.0,3.0,1.0,126.0,0.43478260869565216,-4.9347898830000005
AFFLGGQVNFXPEV-UHFFFAOYSA-N,3.9230000000000036,140.26999999999998,7.0,0.0,0.0,60.0,0.0,-5.5100002
AFGFYWOVFUGCLA-UHFFFAOYSA-N,3.336000000000002,247.54899999999998,4.0,2.0,0.0,78.0,0.0,-4.516850393
AFGWGIRVJYUUMY-UHFFFAOYSA-N,1.01052,182.22699999999998,4.0,5.0,1.0,72.0,0.46153846153846156,-2.914259775
AFIXAFUSSQHYKM-UHFFFAOYSA-N,1.0082,224.30399999999997,2.0,2.0,0.0,90.0,0.0,-2.387049191
AFLXUQUGROGEFA-UHFFFAOYSA-N,1.4083999999999999,172.055,4.0,1.0,0.0,56.0,0.0,-1.5941780419999998
AFMPMSCZPVNPEM-UHFFFAOYSA-N,2.32078,182.01999999999998,0.0,1.0,0.0,44.0,0.6666666666666666,-2.869360581
AFOGBLYPWJJVAL-UHFFFAOYSA-N,1.4746000000000001,256.327,5.0,3.0,2.0,94.0,0.35294117647058826,-3.05
AFOSIXZFDONLBT-UHFFFAOYSA-N,0.6881999999999999,118.15699999999998,2.0,2.0,0.0,40.0,0.0,0.27431032899999996
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,1.293,167.11999999999995,2.0,3.0,1.0,62.0,0.5,-1.6799998999999999
AFPRJLBZLPBTPZ-UHFFFAOYSA-N,2.2188,182.178,0.0,2.0,0.0,66.0,0.7142857142857143,-3.305578352
AFQKQSFAMSDDFK-UHFFFAOYSA-N,2.2093000000000003,380.2380000000001,7.0,4.0,3.0,122.0,0.5217391304347826,-4.020148903
AFQYFVWMIRMBAE-UHFFFAOYSA-N,1.1278000000000001,131.175,1.0,2.0,1.0,54.0,0.0,-0.80000001
AFRFYMZFIJPPDD-UHFFFAOYSA-N,-2.2080999999999986,163.17299999999997,5.0,4.0,3.0,66.0,0.0,0.787351702
AFRMBEPXLCTCKZ-UHFFFAOYSA-N,5.4085000000000045,342.69700000000006,4.0,1.0,0.0,112.0,0.5714285714285714,-4.543229877
AFUKNJHPZAVHGQ-UHFFFAOYSA-N,1.5163,166.17599999999996,3.0,3.0,0.0,64.0,0.5,-2.320201146
AFVPBHIGQFTYLE-UHFFFAOYSA-N,5.900400000000008,423.47200000000004,8.0,2.0,0.0,156.0,0.42857142857142855,-5.815914266
AFWKBSMFXWNGRE-ONEGZZNKSA-N,2.0029999999999997,192.214,3.0,3.0,1.0,74.0,0.42857142857142855,-1.784097934
AFYCEAFSNDLKSX-UHFFFAOYSA-N,2.9476200000000015,231.29499999999993,3.0,3.0,0.0,90.0,0.5882352941176471,-3.6374390360000004
AFYNWNWCDBFAJL-UHFFFAOYSA-N,4.836240000000003,313.40400000000005,1.0,3.0,2.0,118.0,0.8333333333333334,-6.305772823
AGCONKZAPKGEKI-UHFFFAOYSA-N,-2.210699999999995,317.813,8.0,4.0,1.0,120.0,0.2857142857142857,-2.134811637
AGDVQHODLAMVPE-UHFFFAOYSA-L,-1.1292999999999935,574.373,11.0,0.0,0.0,148.0,0.24,0.240805212
AGHANLSBXUWXTB-UHFFFAOYSA-N,3.7493000000000016,331.176,5.0,4.0,1.0,104.0,0.55,-4.285524512
AGJUUQSLGVCRQA-SWOUQTJZSA-N,0.8588000000000002,670.8370000000002,5.0,12.0,10.0,270.0,0.0,-2.586317413
AGLXDWOTVQZHIQ-UHFFFAOYSA-N,1.4800999999999997,185.566,0.0,3.0,2.0,62.0,0.75,-1.204033396
AGMMTXLNIQSRCG-SECBINFHSA-N,0.8788,289.744,2.0,4.0,3.0,98.0,0.3333333333333333,-3.29
AGMMTXLNIQSRCG-UHFFFAOYSA-N,0.8788,289.744,2.0,4.0,3.0,98.0,0.3333333333333333,-3.2859082180000003
AGNGYMCLFWQVGX-AGFFZDDWSA-N,-1.5728199999999992,173.128,4.0,5.0,2.0,66.0,0.0,-0.8264110990000001
AGOYDEPGAOXOCK-KCBOHYOISA-N,2.4397000000000046,747.964,8.0,14.0,4.0,304.0,0.0,-6.339854583999999
AGSLHFQPWVSWHT-UHFFFAOYSA-N,2.6461000000000006,292.914,0.0,2.0,1.0,62.0,0.75,-3.663966404
AGWWTUWTOBEQFE-UHFFFAOYSA-N,0.4776899999999998,115.161,0.0,3.0,1.0,38.0,0.7142857142857143,-1.649659322
AHBRRAXTNYHHPH-UHFFFAOYSA-N,1.2974,222.28399999999993,4.0,3.0,2.0,88.0,0.375,-3.232964851
AHCLKGZTPQXOQK-UHFFFAOYSA-N,-1.819979999999997,250.169,6.0,1.0,1.0,86.0,0.4,-2.255208259
AHDSRXYHVZECER-UHFFFAOYSA-N,1.577,265.401,6.0,4.0,1.0,108.0,0.3157894736842105,-0.20905870699999998
AHGTVVKFAJFTJE-ATVHPVEESA-N,3.2090000000000014,268.31600000000003,5.0,4.0,0.0,102.0,0.6,-3.55300665
AHHFEZNOXOZZQA-ZEBDFXRSSA-N,-1.6277999999999988,327.721,6.0,8.0,4.0,122.0,0.0,-1.5612577730000001
AHJKRLASYNVKDZ-UHFFFAOYSA-N,5.929000000000002,320.04600000000005,3.0,0.0,0.0,94.0,0.6666666666666666,-7.1999998
AHPNNQWLCKYVLJ-UHFFFAOYSA-N,4.291600000000003,330.516,5.0,2.0,0.0,134.0,0.25,-5.360829983
AHPSBPRPKMMFHX-UHFFFAOYSA-N,6.014700000000006,480.73400000000044,10.0,4.0,4.0,198.0,0.0,-8.135362184
AHRCREUHIWVOMK-UHFFFAOYSA-M,-3.5346999999999995,176.10299999999998,1.0,4.0,2.0,58.0,0.5,-0.538196578
AHRWWYGWQKBKBF-PCHYHQBZSA-N,3.9824000000000037,330.4680000000001,1.0,3.0,0.0,132.0,0.0,-3.4187588539999996
AHVIRXLYZVRAIR-UHFFFAOYSA-N,5.233200000000006,455.4700000000001,10.0,4.0,2.0,168.0,0.4,-5.820234824
AHVZWIOHDYMAPH-UHFFFAOYSA-N,1.9403,287.231,4.0,5.0,2.0,106.0,0.5714285714285714,-4.060291286
AHZOOTGUHLEJCG-UHFFFAOYSA-N,2.841940000000001,326.23099999999994,4.0,3.0,5.0,112.0,0.5714285714285714,-1.845131336
AIGRXSNSLVJMEA-UHFFFAOYSA-N,3.645100000000003,323.31000000000006,6.0,5.0,0.0,110.0,0.5714285714285714,-5.016849359
AIIGKPCMCFGSPV-UHFFFAOYSA-N,1.8608,261.108,1.0,3.0,0.0,86.0,0.375,-1.482311731
AIKKULXCBHRFOS-UHFFFAOYSA-N,0.8517,257.27299999999997,6.0,6.0,0.0,82.0,0.0,-2.0
AIMBKJPGWOGDHQ-BTJKTKAUSA-N,2.7977,504.6300000000003,4.0,7.0,2.0,182.0,0.35294117647058826,-4.433448072
AITDPMAXOVTSTP-UHFFFAOYSA-N,2.7600000000000025,638.8500000000001,9.0,8.0,6.0,254.0,0.2608695652173913,-0.986513471
AIUHRQHVWSUTGJ-UHFFFAOYSA-N,4.513500000000004,446.0160000000001,7.0,6.0,0.0,160.0,0.4,-4.6999998
AIURIRUDHVDRFQ-UHFFFAOYSA-N,6.6206000000000005,326.437,1.0,0.0,0.0,88.0,0.7058823529411765,-7.21
AIXAANGOTKPUOY-UHFFFAOYSA-N,-3.2080999999999973,182.651,3.0,2.0,1.0,68.0,0.0,0.7383851029999999
AJADKUBPAXMBLU-AQFVONAPSA-N,5.423520000000007,397.9900000000002,3.0,2.0,1.0,150.0,0.42857142857142855,-5.354356219
AJCAAYFLWRSTJO-UHFFFAOYSA-N,8.542200000000006,819.0999999999998,14.0,6.0,2.0,322.0,0.4,-6.329005691
AJCNOWKYMZKMFV-UHFFFAOYSA-N,3.6766000000000036,290.83799999999997,6.0,2.0,0.0,108.0,0.6,-2.822172544
AJDIZQLSFPQPEY-UHFFFAOYSA-N,2.9189,187.37500000000003,1.0,0.0,0.0,50.0,0.0,-3.04
AJGPJHWDEKEBDM-UHFFFAOYSA-N,5.270300000000005,366.33199999999994,5.0,2.0,1.0,130.0,0.5,-5.4335339629999995
AJLFOPYRIVGYMJ-INTXDZFKSA-N,3.949500000000003,390.52000000000015,6.0,5.0,1.0,156.0,0.0,-4.910311564
AJLQXEQUKXLZMN-UHFFFAOYSA-N,3.2052000000000027,269.04299999999995,7.0,1.0,0.0,82.0,0.0,-2.670134497
AJOQSQHYDOFIOX-UHFFFAOYSA-N,1.3750999999999998,206.24499999999995,3.0,2.0,2.0,80.0,0.4,-2.761471979
AJQMCEMSWCGRRN-YFKPBYRVSA-N,0.2361999999999997,281.652,8.0,5.0,3.0,102.0,0.0,-1.7668414030000001
AJSCNQJAGCMGAK-UHFFFAOYSA-N,2.3927,265.30899999999997,7.0,4.0,2.0,104.0,0.3157894736842105,-3.140450738
AJSKOLZKIUMPPG-YCRREMRBSA-N,-0.8767999999999991,226.148,3.0,6.0,2.0,84.0,0.3125,-1.607369555
AJXPJJZHWIXJCJ-UHFFFAOYSA-N,1.3329999999999997,203.241,1.0,2.0,0.0,78.0,0.4,-1.592843965
AJZJIYUOOJLBAU-CEAXSRTFSA-N,6.851400000000009,746.996,11.0,10.0,4.0,278.0,0.46153846153846156,-5.899259227999999
AKBNYULNQSFESQ-UHFFFAOYSA-N,1.2795999999999996,226.27599999999998,3.0,3.0,1.0,90.0,0.0,-2.866793373
AKCRQHGQIJBRMN-UHFFFAOYSA-N,1.9222,127.574,0.0,1.0,1.0,42.0,0.75,-1.52
AKEUNCKRJATALU-UHFFFAOYSA-N,0.7959999999999998,154.12099999999998,1.0,3.0,3.0,58.0,0.5454545454545454,-1.207403926
AKFGKNDBVKJPBX-UHFFFAOYSA-N,2.0944,306.453,4.0,4.0,2.0,110.0,0.0,-3.6124424389999996
AKFQXXGXDRRJPV-UHFFFAOYSA-L,-2.6513999999999927,548.3820000000001,11.0,2.0,0.0,126.0,0.0,0.260927089
AKGGYBADQZYZPD-UHFFFAOYSA-N,2.2081999999999997,148.20499999999998,3.0,1.0,0.0,58.0,0.5454545454545454,-1.657645256
AKGOVJIZHPVYEH-UHFFFAOYSA-N,0.16110000000000013,171.15800000000002,4.0,3.0,3.0,56.0,0.0,0.766620559
AKHALQJNHJAYRL-UHFFFAOYSA-N,0.15659999999999996,181.19099999999995,4.0,3.0,2.0,70.0,0.46153846153846156,0.066145857
AKHXXQAIVSMYIS-UHFFFAOYSA-N,1.9630000000000003,401.4320000000001,5.0,5.0,3.0,142.0,0.24,-5.448869727999999
AKJDEXBCRLOVTH-UHFFFAOYSA-N,2.1515000000000004,525.5950000000005,15.0,8.0,4.0,208.0,0.16216216216216217,-4.4306165889999995
AKNNEGZIBPJZJG-MSOLQXFVSA-N,2.881800000000001,413.4260000000003,4.0,8.0,0.0,158.0,0.4,-3.1400001
AKPLHCDWDRPJGD-UHFFFAOYSA-N,3.129500000000001,270.719,1.0,2.0,1.0,94.0,0.631578947368421,-3.6770201960000004
AKRGPMZFCFDFQW-MWLCHTKSSA-N,0.7877000000000001,204.229,0.0,4.0,2.0,78.0,0.4,-2.0699999
AKTGKEBIBGSCLD-UHFFFAOYSA-N,3.0204000000000013,230.247,3.0,1.0,0.0,82.0,0.75,-2.9058279280000003
AKUJBENLRBOFTD-HRUDOODVSA-N,2.4665,434.50400000000025,3.0,6.0,2.0,170.0,0.0,-4.9000001
AKVBCGQVQXPRLD-UHFFFAOYSA-N,1.3687,159.22899999999998,6.0,2.0,2.0,66.0,0.0,-1.5474606130000002
AKWIIELWJKTVGQ-UHFFFAOYSA-N,-1.3108,307.65000000000003,1.0,9.0,2.0,110.0,0.45,-2.297720986
AKYHKWQPZHDOBW-VJAUXQICSA-N,2.520400000000001,422.5030000000001,4.0,6.0,3.0,158.0,0.3448275862068966,-1.6046333030000002
ALARQZQTBTVLJV-UHFFFAOYSA-N,1.0425999999999995,246.266,2.0,3.0,1.0,94.0,0.3333333333333333,-2.568191161
ALBKSGKUKJSKMQ-UHFFFAOYSA-N,3.484800000000003,238.213,5.0,1.0,0.0,76.0,0.0,-2.395146851
ALBSWLMUHHZLLR-UHFFFAOYSA-N,-0.5639000000000001,119.076,2.0,4.0,0.0,46.0,0.0,-0.8911328070000001
ALDJIKXAHSDLLB-UHFFFAOYSA-N,5.967200000000001,291.99199999999996,1.0,0.0,0.0,82.0,0.75,-6.4699998
ALDSXDRDRWDASQ-UHFFFAOYSA-N,2.5447000000000006,240.258,4.0,2.0,1.0,90.0,0.6666666666666666,-2.7636775160000004
ALDYEWQJMKNBDY-UHFFFAOYSA-N,-1.0722999999999976,318.8040000000001,3.0,3.0,1.0,116.0,0.5909090909090909,-4.7125311860000005
ALEXXDVDDISNDU-JZYPGELDSA-N,2.3524000000000003,404.50300000000027,3.0,6.0,2.0,160.0,0.0,-4.4577026239999995
ALEXXDVDDISNDU-VVCDUNCFSA-N,2.3524000000000003,404.50300000000027,3.0,6.0,2.0,160.0,0.0,-4.3000002
ALFGKMXHOUSVAD-UHFFFAOYSA-N,2.334700000000001,247.33800000000002,3.0,3.0,1.0,98.0,0.3333333333333333,-0.473637562
ALFSJNBVYSQVGG-UHFFFAOYSA-N,1.0112999999999999,224.25599999999997,6.0,4.0,2.0,88.0,0.375,-1.717275616
ALKYHXVLJMQRLQ-UHFFFAOYSA-N,2.2436000000000003,188.182,1.0,2.0,2.0,70.0,0.7142857142857143,-2.598708148
ALLHKROWDHKMEZ-JVFQMWRPSA-N,3.8732000000000024,494.6320000000006,4.0,6.0,3.0,194.0,0.3333333333333333,-2.673092902
ALMHSXDYCFOZQD-UHFFFAOYSA-N,1.95342,149.19299999999998,1.0,1.0,1.0,58.0,0.5454545454545454,-2.0899999
ALODHPFRWSUBCD-UHFFFAOYSA-N,1.4934999999999998,270.32899999999995,7.0,4.0,2.0,108.0,0.0,-2.944754278
ALTCHFUOYJHLAE-CALJPSDSSA-M,1.7261999999999995,437.3650000000001,8.0,1.0,0.0,130.0,0.5,-3.6322438439999996
ALYNCZNDIQEVRV-UHFFFAOYSA-N,0.9669999999999999,137.13799999999995,1.0,2.0,2.0,52.0,0.6,-0.40000001
AMDBBAQNWSUWGN-UHFFFAOYSA-N,-2.0159999999999987,807.114,12.0,9.0,8.0,186.0,0.18181818181818182,-3.844729604
AMDZXFZJWBFXIU-BTJKTKAUSA-N,0.46150000000000246,383.44400000000013,6.0,4.0,2.0,148.0,0.42857142857142855,-4.720379086
AMEKQAFGQBKLKX-UHFFFAOYSA-N,1.3015999999999999,267.306,2.0,4.0,1.0,96.0,0.3333333333333333,-2.4300001
AMETXLUKRWWYMK-UHFFFAOYSA-N,-0.37639999999999674,417.9770000000003,8.0,3.0,1.0,158.0,0.41379310344827586,-4.739194296
AMHPDAAVNPTIAH-UHFFFAOYSA-N,5.317700000000006,440.03400000000016,8.0,6.0,0.0,152.0,0.42857142857142855,-6.353434844
AMHZCJNIRZHOAJ-UHFFFAOYSA-N,1.5058199999999997,201.23299999999998,2.0,5.0,2.0,76.0,0.8,-2.7534708489999997
